35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 96
35, 93
34, 96
34, 93
35, 93
34, 93
34, 96
34, 96
35, 93
34, 93
35, 93
34, 96
34, 93
34, 96
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
34, 93
33, 93
34, 90
33, 68
33, 76
34, 84
34, 91
33, 90
34, 93
34, 93
34, 93
33, 90
33, 93
34, 93
33, 90
34, 93
33, 90
33, 93
33, 93
34, 90
33, 90
34, 93
33, 90
33, 90
34, 90
33, 90
33, 90
34, 90
34, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 90
33, 89
33, 89
33, 89
33, 89
33, 89
33, 89
33, 89
33, 89
33, 89
33, 89
33, 89
33, 89
33, 89
32, 89
33, 89
33, 89
33, 88
33, 88
33, 88
33, 88
33, 88
33, 88
33, 87
33, 87
33, 87
33, 87
33, 87
33, 86
33, 86
33, 86
33, 85
32, 84
32, 84
33, 83
33, 83
33, 82
33, 81
33, 81
33, 80
33, 79
33, 79
33, 77
33, 76
33, 76
33, 75
33, 74
33, 73
33, 69
33, 71
33, 66
33, 69
33, 68
33, 66
33, 65
33, 63
33, 62
33, 61
33, 60
33, 56
33, 57
33, 56
33, 53
33, 52
33, 50
32, 45
32, 43
33, 41
32, 38
33, 35
33, 33
32, 27
33, 24
32, 23
33, 19
33, 16
33, 9
32, 9
33, 6
33, 4
33, 2
33, 0
33, 0
32, 0
33, 0
